dataset,phase_source,condition,regime,active_or_passive,target_type,source_file,row_id,SMI,observed_Gamma_h_to_d,Gamma_divider,residual,absolute_residual,relative_error,absolute_relative_error,log10_absolute_relative_error,exploratory_only,source_caveat,A_h_mV,Gamma_h_to_s,R_neck_Mohm,R_in_d_Mohm,A_d_mV,A_s_mV,neck_length_um,neck_radius_um,path_length_um,branch_order,membrane_area_um2,Zin_Mohm,Ztransfer_Mohm,transfer_gain,synaptic_conductance_scale,dynamic_SMI_abs,phase2_row_id,head_radius_um,SMI_class,log10_SMI,log10_R_neck_Mohm,log10_R_in_d_Mohm,log10_Zin_Mohm,log10_Ztransfer_Mohm,log10_transfer_gain,log10_dynamic_SMI_abs,source_head_radius_note
phase05_1_global_uncertainty_N768,phase05_1,row_428,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,428,0.033674599836122,0.9515056304535872,0.9674224365758228,-0.0159168061222357,0.0159168061222357,-0.0164527981990712,0.0164527981990712,-1.7837602290775785,False,Deterministic uncertainty-design rows; not biological samples.,15.611393607760968,0.0793287216723273,8.540515235081973,253.61890792005025,,,0.4886452528814832,0.1460069105436412,,,,165.1127197759419,13.348753444433743,0.0808463058603117,1.2782225132505216,0.0517253622051133,2860,0.4116417743828613,low,-1.4726975564066593,0.931484071743244,2.4041816281499027,2.217780531262286,1.1254407115821907,-1.0923398196800957,-1.2862964595190425,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_429,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,429,0.042190686390446,0.9134637361322896,0.9595173062459708,-0.0460535701136811,0.0460535701136811,-0.0479966018475079,0.0479966018475079,-1.318789509522703,False,Deterministic uncertainty-design rows; not biological samples.,20.802927220897548,0.1194537329395066,16.493762418026403,390.9337303827641,,,0.6257696546683161,0.132683123604121,,,,164.9759376933538,17.16979152221935,0.1040745199711088,1.646832214142931,0.0999767763022744,2861,0.44463476039736505,low,-1.3747834091249147,1.217319734541211,2.5921031436661246,2.2174206054923626,1.2347650219343929,-0.9826555835579699,-1.000100870951152,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_430,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,430,0.1124988952511329,0.8588777859244296,0.8988772971089218,-0.0399995111844921,0.0399995111844921,-0.0444994120033329,0.0444994120033329,-1.3516457275672713,False,Deterministic uncertainty-design rows; not biological samples.,12.025848856922122,0.0730348848732038,27.63952634605648,245.68709127637527,,,0.6871371726709816,0.0911508941205515,,,,168.70486345900235,15.10186224284944,0.0895164604814099,0.7721319701824344,0.1638336072793376,2862,0.4772387665733458,low,-0.9488517423409977,1.4415305963339784,2.390382338674976,2.2271276027015277,1.179030504374385,-1.0480970983271427,-0.7855970063675496,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_431,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,431,0.0595089846444111,0.9071736768790366,0.9438334308562912,-0.0366597539772546,0.0366597539772546,-0.0388413387137549,0.0388413387137549,-1.410705810021055,False,Deterministic uncertainty-design rows; not biological samples.,19.34235442187712,0.0899115013834279,17.73210752194368,297.9736190744941,,,0.7290911779573731,0.1121023086925154,,,,166.01441737463298,14.845926551049711,0.0894255257213472,1.5058991286868255,0.106810648149485,2863,0.481769989185083,low,-1.2254174597014518,1.2487603560609337,2.4741778157623853,2.2201458055964194,1.1716073075872224,-1.0485384980091972,-0.971385449535486,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_432,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,432,0.1631247340372366,0.7900774384019651,0.8597530176569916,-0.0696755792550265,0.0696755792550265,-0.0810413895898931,0.0810413895898931,-1.091293120880146,False,Deterministic uncertainty-design rows; not biological samples.,25.42406800887668,0.0735419467421544,48.89524378582232,299.7414467793766,,,0.992083685649686,0.1013563309324784,,,,165.67227038112796,13.583820934355392,0.0819921215729458,1.6685115212389732,0.2951323336931348,2864,0.28514003744849975,low,-0.7874801834019638,1.6892666158100647,2.4767467992120284,2.219249823879525,1.1330219479489114,-1.0862278759306137,-0.5299832080694604,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_433,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,433,0.054760429757719,0.905862842785747,0.9480825899296416,-0.0422197471438944,0.0422197471438944,-0.0445317186417563,0.0445317186417563,-1.351330543534219,False,Deterministic uncertainty-design rows; not biological samples.,13.142722871978652,0.0905094582631165,17.660123553524695,322.4978991519933,,,0.932286466441092,0.1363012695316046,,,,167.33813201761973,15.33986968269759,0.0916698991302376,0.8949465820416371,0.1055355604881808,2865,0.27202376080621277,low,-1.2615331521985016,1.2469937376575346,2.508526889856036,2.223594916681676,1.1858216701523536,-1.0377732465293228,-0.9766011790241417,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_434,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,434,0.1470528744871369,0.7848786879808818,0.8717993932469014,-0.0869207052660195,0.0869207052660195,-0.0997026448278369,0.0997026448278369,-1.00129332093709,False,Deterministic uncertainty-design rows; not biological samples.,25.00798918112197,0.0840466116354436,46.67329999530502,317.39127955222415,,,0.9982106673994012,0.0898846014243179,,,,167.7595024036526,16.90718289595918,0.1007822666001843,1.84363854682976,0.2782155366853831,2866,0.4894416451338197,low,-0.8325264817879856,1.6690685083864323,2.501594990174418,2.224687129285683,1.2280712507283675,-0.9966158785573156,-0.5556186208992505,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_435,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,435,0.0893269115323774,0.8800473418945172,0.9179980678098556,-0.0379507259153385,0.0379507259153385,-0.0413407470517674,0.0413407470517674,-1.383621679679488,False,Deterministic uncertainty-design rows; not biological samples.,13.74196667509165,0.0683886577404183,22.737716146045063,254.54497145357527,,,1.079572216273562,0.1556383911348672,,,,166.1917149833255,11.829202107717553,0.0711780494527324,0.9679538339759104,0.1368161833357721,2867,0.4591367588016028,low,-1.0490176814330407,1.3567468405196317,2.405764521952672,2.2206093694678866,1.072955451990421,-1.1476539174774656,-0.8638625289482552,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_436,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,436,0.0908693355676868,0.8566921691210025,0.9167000734140184,-0.0600079042930158,0.0600079042930158,-0.0654607826849315,0.0654607826849315,-1.184018806334542,False,Deterministic uncertainty-design rows; not biological samples.,8.118024929070954,0.0781822264600565,27.832468603088063,306.29109841301937,,,0.784206961682102,0.1160621146198427,,,,165.82592945556212,13.379168947569967,0.0806820078831839,0.511946597112957,0.1678414750604282,2868,0.4672704154065082,low,-1.0415826474767234,1.4445517278271338,2.4861343753038567,2.219652440201022,1.1264291378941589,-1.0932233023068632,-0.7751007123738881,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_437,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,437,0.0908625485239947,0.8619083540456952,0.9167057768671796,-0.0547974228214844,0.0547974228214844,-0.0597764563115914,0.0597764563115914,-1.2234698345282269,False,Deterministic uncertainty-design rows; not biological samples.,12.831856819449388,0.0723244971073038,26.48481497086105,291.482193721069,,,1.1284556653079,0.116111201391848,,,,165.89505464795923,12.944934130383372,0.0780308620884053,0.8823263930014745,0.1596480077544424,2869,0.3836891368802826,low,-1.0416150862052385,1.422996943198944,2.4646120294041824,2.2198334398452513,1.1120998448918789,-1.1077335949533724,-0.7968364966463075,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_438,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,438,0.0864311059083383,0.880040853574753,0.9204449270291508,-0.0404040734543977,0.0404040734543977,-0.0438962422062631,0.0438962422062631,-1.357572656499025,False,Deterministic uncertainty-design rows; not biological samples.,20.746473076532567,0.072706700072989,23.20983947435213,268.5357225321929,,,1.3192400986268829,0.1303313727219035,,,,166.7706937248139,13.030863290647906,0.0781364099387267,1.599882413912788,0.1391721708170763,2870,0.43869489113741333,low,-1.0633299300542334,1.3656721367659497,2.429002066820183,2.2221197353195463,1.1149731885403011,-1.1071465467792458,-0.8564475985535971,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_439,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,439,0.1175764724864371,0.8502256419152388,0.8947933538500077,-0.0445677119347689,0.0445677119347689,-0.0498078262908507,0.0498078262908507,-1.302702411298898,False,Deterministic uncertainty-design rows; not biological samples.,13.326487570260385,0.0672885993911291,29.13861536590833,247.826922765263,,,0.9102469413177436,0.1088611606984646,,,,165.2301779281422,12.178580574885649,0.073706757007682,0.9445586566420476,0.1763516551957026,2871,0.4324598015956612,low,-0.9296795735963,1.464468910741016,2.394148484337316,2.2180893705311755,1.0855966738126963,-1.1324926967184794,-0.7536204597901596,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_440,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,440,0.1078412778827433,0.8547336414127039,0.9026563822492292,-0.0479227408365251,0.0479227408365251,-0.0530907904479795,0.0530907904479795,-1.2749808085703105,False,Deterministic uncertainty-design rows; not biological samples.,17.557639457150756,0.0829170624744923,29.025551547554777,269.1506639889272,,,1.2889233876849744,0.1575131790730038,,,,168.3801221856113,16.076465003805623,0.0954772142645434,1.1967262445700462,0.172381105149448,2872,0.43800745322941503,low,-0.9672149745352412,1.4627804810129785,2.4299954555482195,2.2262908203308065,1.206190559454943,-1.0201002608758638,-0.7635103393178281,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_441,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,441,0.0475064151038842,0.92163188999556,0.9546480914876566,-0.0330162014920966,0.0330162014920966,-0.0345846828653336,0.0345846828653336,-1.461116202361102,False,Deterministic uncertainty-design rows; not biological samples.,17.205883541655837,0.0856804255888055,14.211839588584557,299.15622042848173,,,0.7775149867828937,0.1348715651582638,,,,164.3347822106466,11.785361660012311,0.0717155644196228,1.3593715730353415,0.0864810200093101,2873,0.2983850289163763,low,-1.3232477407730212,1.1526502968903465,2.475898037663367,2.2157294935838245,1.0713429143561146,-1.14438657922771,-1.0630791966934783,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_442,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,442,0.0381409834483912,0.9190531530034208,0.9632603046633432,-0.0442071516599222,0.0442071516599222,-0.0458932558996839,0.0458932558996839,-1.338251130165303,False,Deterministic uncertainty-design rows; not biological samples.,14.288833577035495,0.1110915903062124,14.893438227187447,390.4838543909026,,,0.5847482837381064,0.1347183438738056,,,,167.5250918795478,17.41200611410024,0.1039367053540829,1.0077938652538352,0.0889027312869404,2874,0.31743521710698896,low,-1.4186081130544832,1.1729949684523069,2.591603081506789,2.224079864797892,1.2408488109847593,-0.9832310538131331,-1.0510848963455854,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_443,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,443,0.0254466175187135,0.943358652995206,0.9751848442581176,-0.0318261912629114,0.0318261912629114,-0.0326360601790561,0.0326360601790561,-1.486302274727302,False,Deterministic uncertainty-design rows; not biological samples.,12.89172879397403,0.1088738967977874,10.004674929483128,393.16325331355466,,,0.9895637870089754,0.1768164593199813,,,,164.28314923562186,15.542328336544072,0.09460695396247,0.9946090728522498,0.0608989721467659,2875,0.4740290881773491,low,-1.5943699379082121,1.0002029821651115,2.5945729200733223,2.2155930194953695,1.1915160793277364,-1.0240769401676335,-1.2153900373302584,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_444,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,444,0.1268714059001137,0.7909977065373011,0.8874127027841545,-0.0964149962468534,0.0964149962468534,-0.1086473023705459,0.1086473023705459,-0.9639810524095452,False,Deterministic uncertainty-design rows; not biological samples.,10.411731899696338,0.0736455455887477,44.04832415621831,347.188744727064,,,0.7022127219853792,0.0763407944855573,,,,165.92982307262312,13.610553513827092,0.082025962914877,0.6218098956103945,0.265463575748764,2876,0.29281697087086317,low,-0.896636247559318,1.6439293900794694,2.540565637638787,2.219924450110274,1.1338757874452634,-1.086048662665011,-0.5759950600308049,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_445,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,445,0.242524708034313,0.6700018000431471,0.8048129695400669,-0.1348111694969197,0.1348111694969197,-0.1675062090189244,0.1675062090189244,-0.7759690901633783,False,Deterministic uncertainty-design rows; not biological samples.,12.680954929858553,0.0635989303678623,79.92831413024696,329.5677161229218,,,1.1739048138430983,0.0793460163825131,,,,164.20285522810278,12.657006632780094,0.0770815258674861,0.6987578171493506,0.4867656778514257,2877,0.28140781877512616,low,-0.6152440095716728,1.9027006528090813,2.517944662380754,2.2153807045436453,1.1023310076893635,-1.113049696854282,-0.3126800517345637,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_446,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,446,0.0433237285364031,0.8972653453408421,0.9584752772783396,-0.0612099319374973,0.0612099319374973,-0.0638617744124892,0.0638617744124892,-1.19475901866775,False,Deterministic uncertainty-design rows; not biological samples.,10.637769594317524,0.1014576951750231,19.38971546274888,447.5541722235772,,,0.970815090365156,0.1149677431762044,,,,166.57901453942696,16.36144352102029,0.0982203164441686,0.691631531084533,0.1163995087638101,2878,0.42238220459276654,low,-1.3632741740895633,1.287571436006774,2.650845610096337,2.2216202885246634,1.213821617523414,-1.0077986710012499,-0.9340488525178895,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_447,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,447,0.0479834123454308,0.9212926214359612,0.954213576493504,-0.0329209550575426,0.0329209550575426,-0.0345006148188741,0.0345006148188741,-1.462173165504545,False,Deterministic uncertainty-design rows; not biological samples.,16.96099448047917,0.0972831598428908,14.551480451241686,303.26064237545506,,,0.4980416953079741,0.1179194328852806,,,,166.3182559950903,15.326570152370522,0.0921520614839958,1.258218890739755,0.087491781128773,2879,0.3354157837999395,low,-1.3189088703720497,1.1629071802014646,2.481816050573514,2.220939922357084,1.185444977388138,-1.0354949449689466,-1.0580327421556197,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_448,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,448,0.0441915096354465,0.8975072699582793,0.9576787311257924,-0.0601714611675129,0.0601714611675129,-0.0628305288734759,0.0628305288734759,-1.2018292846121597,False,Deterministic uncertainty-design rows; not biological samples.,11.092096675960534,0.0970811868417653,19.152260351064747,433.3923079129767,,,0.5234693844271567,0.1177469245674803,,,,164.65603127951582,14.189329166218876,0.0861755810337213,0.7598196395662925,0.1163167859824847,2880,0.3956652376298409,low,-1.3546611621592393,1.2822200367936563,2.6368811989528944,2.2165776433591264,1.1519618636536555,-1.0646157797054714,-0.9343576065654703,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_449,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,449,0.1215441805350511,0.8386258829462973,0.8916278264873468,-0.0530019435410495,0.0530019435410495,-0.0594440213355115,0.0594440213355115,-1.2258918186157768,False,Deterministic uncertainty-design rows; not biological samples.,19.07996300822698,0.0796736813681838,32.68809726548623,268.94004403657635,,,0.8694386774022536,0.1150453863648607,,,,167.70980746514164,14.722222876787637,0.0877839113842381,1.3099263889591732,0.1949086804138179,2881,0.25219202861175055,low,-0.9152658300910549,1.5143896415607996,2.429655471651855,2.2245584603607065,1.1679733881426888,-1.056585072218018,-0.7101688187999069,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_450,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,450,0.0221637861057541,0.9462747074798143,0.9783167957943472,-0.0320420883145329,0.0320420883145329,-0.0327522623063179,0.0327522623063179,-1.4847586964900006,False,Deterministic uncertainty-design rows; not biological samples.,8.63443698823079,0.0905984981696747,9.43517960213045,425.70252018814153,,,0.5467338259256305,0.1456501403086918,,,,164.81173230342617,13.543578045921626,0.0821760554096188,0.617806563407008,0.0572482278431479,2882,0.38846482003441574,low,-1.6543560497023044,0.9747501715355879,2.6291062212378917,2.2169881241892364,1.1317334147418663,-1.0852547094473703,-1.242237952653649,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_451,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,451,0.0940327738092221,0.8744058728898638,0.9140493995606572,-0.0396435266707935,0.0396435266707935,-0.0433713174472281,0.0433713174472281,-1.362797385520795,False,Deterministic uncertainty-design rows; not biological samples.,22.81884657135469,0.0714184617654776,25.447720422327105,270.6260742021346,,,0.9798504320283936,0.1399252207031107,,,,165.1016181938112,11.683756892915774,0.0707670646764971,1.7104666790381853,0.1541336826417671,2883,0.31137086862040175,low,-1.0267207527432074,1.4056488848124642,2.432369637555671,2.217751329890285,1.067582511912981,-1.1501688179773044,-0.812102445077821,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_452,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,452,0.1102287949344071,0.8218050186025183,0.9007152440674,-0.0789102254648816,0.0789102254648816,-0.0876084045258779,0.0876084045258779,-1.057454228716316,False,Deterministic uncertainty-design rows; not biological samples.,29.56842300234325,0.0726791657415351,42.71312999437189,387.4952095755816,,,0.6852692676489152,0.080367143576274,,,,165.947423437306,11.830147999228677,0.0712885307538266,1.814767583475847,0.257389534044249,2884,0.30268460962409,low,-0.9577049404426576,1.6305613974506374,2.588266337893295,2.2199705137759747,1.0729901778355624,-1.1469803359404125,-0.5894091163253373,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_453,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,453,0.0441948997164564,0.9212327345121902,0.9576756219279972,-0.036442887415807,0.036442887415807,-0.0380534771705267,0.0380534771705267,-1.4196056530333243,False,Deterministic uncertainty-design rows; not biological samples.,21.47439568161824,0.0795082827921651,14.851499939483205,336.04556260488766,,,0.8148265639403822,0.1254424663144693,,,,166.39095269589237,12.726958931129737,0.0764882869226093,1.7143742798288333,0.0892566554782989,2885,0.2969769242992534,low,-1.3546278472302287,1.171770317797643,2.526398165027871,2.22112970836654,1.104724642678961,-1.1164050656875795,-1.0493593905688972,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_454,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,454,0.1032445520252564,0.8640438840899499,0.9064173470553492,-0.0423734629653993,0.0423734629653993,-0.0467482921670207,0.0467482921670207,-1.3302342503740698,False,Deterministic uncertainty-design rows; not biological samples.,16.27105506950323,0.0677959001955168,26.55721291064466,257.2262883580341,,,0.7520528505164297,0.1091489083702762,,,,167.3145171311626,12.931435746554564,0.0772881873508754,1.143262804749792,0.1587262920516676,2886,0.4930971528512082,low,-0.9861328557760884,1.4241824953556192,2.4103153511317075,2.2235336243839927,1.1116467462407864,-1.1118868781432067,-0.7993511290283734,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_455,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,455,0.0806860604412866,0.8823981683473099,0.9253381130794456,-0.0429399447321358,0.0429399447321358,-0.0464045997081384,0.0464045997081384,-1.3334389692542707,False,Deterministic uncertainty-design rows; not biological samples.,15.102632660561138,0.0803269888950406,22.28739744564718,276.2236416520199,,,0.6634453811474865,0.1189825210066979,,,,165.35524046037818,13.582645448657614,0.0821422133997152,1.0976194072976464,0.1347849477500388,2887,0.4899056229174928,low,-1.0932014887765873,1.348059357803512,2.441260846580099,2.2184179631865852,1.1329843643379092,-1.0854335988486763,-0.8703586053830732,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_456,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,456,0.0365489921330201,0.9461911826376136,0.9647397350145416,-0.018548552376928,0.018548552376928,-0.0192264832718313,0.0192264832718313,-1.7161001455747695,False,Deterministic uncertainty-design rows; not biological samples.,22.190575134467704,0.0944381889618994,10.535768509489865,288.26426926206057,,,0.5708640007193939,0.1302301003764666,,,,165.4326160933602,13.806948097831402,0.0834596491543094,1.7381880467457105,0.0636861627307163,2888,0.3784440063332771,low,-1.43712459455025,1.0226662197977263,2.459790814347975,2.2186211375799916,1.1400976922826922,-1.0785234452972994,-1.1959549177822657,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_457,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,457,0.0737397334086512,0.9003630654312377,0.9313243879179548,-0.0309613224867171,0.0309613224867171,-0.0332444021528669,0.0332444021528669,-1.4782814727305038,False,Deterministic uncertainty-design rows; not biological samples.,21.40973862401456,0.0713751772625217,18.878695070186065,256.01794578730033,,,0.9459791963903053,0.1492784401373816,,,,166.6953047317962,12.282521419104866,0.0736824677747629,1.716039146567008,0.1132527103901388,2889,0.4639025775325268,low,-1.1322984368324382,1.2759719717733053,2.408270408605743,2.221923367327768,1.0892875301600806,-1.132635837167688,-0.9459513955544633,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_458,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,458,0.0888659407906688,0.8878037229800813,0.9183867017402162,-0.0305829787601349,0.0305829787601349,-0.0333007639398353,0.0333007639398353,-1.477545803399103,False,Deterministic uncertainty-design rows; not biological samples.,21.3082450383524,0.0826122220158378,21.44927655603486,241.3666739494766,,,0.9726974274302932,0.1428431370336235,,,,167.9969542752841,15.0387294777622,0.0895178697889924,1.6411705589726142,0.1276765799032732,2890,0.4518808179133619,low,-1.0512646570374848,1.331412648827482,2.382677305864967,2.225301408193554,1.1772111471529305,-1.0480902610406237,-0.8938887593660725,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_459,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,459,0.022002826928964,0.9555601739841244,0.9784708746891818,-0.0229107007050574,0.0229107007050574,-0.023414800887492,0.023414800887492,-1.6305095309774014,False,Deterministic uncertainty-design rows; not biological samples.,10.910769329645124,0.0933171992106747,7.9091958764968835,359.46271367909503,,,0.6468902581244392,0.1491262721895815,,,,166.72643389218393,13.965531110495627,0.0837631489169056,0.7608093284965832,0.0474381637743867,2891,0.2875272686776415,low,-1.6575215173242688,0.8981323312660209,2.5556538485902887,2.2220044611561294,1.1450574566121399,-1.0769470045439897,-1.3238721298901088,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_460,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,460,0.0397182693088393,0.9268036717391848,0.9617990079800728,-0.0349953362408881,0.0349953362408881,-0.0363852904302571,0.0363852904302571,-1.4390741541558965,False,Deterministic uncertainty-design rows; not biological samples.,17.735276701523013,0.0957030775097032,13.116659233496163,330.242466797944,,,0.5615601257002799,0.1346845608210769,,,,165.06624074692957,14.215971510029451,0.0861228283003342,1.4067752774304263,0.0794630033018435,2892,0.4709971448689947,low,-1.4010096837918768,1.1178232358621416,2.5188329196540185,2.217658260685593,1.1527765444364264,-1.0648817162491664,-1.0998350248234512,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_461,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,461,0.0574609386817862,0.869966169036356,0.9456614078308972,-0.0756952387945412,0.0756952387945412,-0.0800447582694175,0.0800447582694175,-1.0966671025854409,False,Deterministic uncertainty-design rows; not biological samples.,9.565226537933908,0.0875866169454338,24.93879930081744,434.01308563590266,,,0.8161450721375831,0.1199975383700787,,,,164.70610977713778,13.627671931712143,0.0827393224826426,0.6270647987929283,0.1514139295413016,2893,0.41848920640630793,low,-1.2406272836522825,1.3968755401777202,2.6375028238300025,2.216709709632907,1.1344216699529224,-1.0822880396799848,-0.819834169455187,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_462,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,462,0.0888187881738891,0.8610052645041444,0.918426473589006,-0.0574212090848617,0.0574212090848617,-0.0625212912912586,0.0625212912912586,-1.2039720608051727,False,Deterministic uncertainty-design rows; not biological samples.,17.84234232618809,0.0853398555846952,27.24797609906309,306.7816692760667,,,1.1576038090230385,0.1098463886067264,,,,167.37086129288826,15.310044843744976,0.0914737770092094,1.2717905353247427,0.1627999992864999,2894,0.31216765562977405,low,-1.0514951565505806,1.4353342496713164,2.4868294062218963,2.223679851021507,1.1849764627663517,-1.038703388255155,-0.7883456013501907,head size recovered from source row
phase05_1_global_uncertainty_N768,phase05_1,row_463,progressive_uncertainty_N768,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N768.csv,463,0.0481139537566296,0.9094746501101596,0.9540947302684212,-0.0446200801582616,0.0446200801582616,-0.0467669286316133,0.0467669286316133,-1.330061150983986,False,Deterministic uncertainty-design rows; not biological samples.,17.11637085259287,0.1024474074402636,17.046283994490484,354.28981955451275,,,0.8085755920399453,0.1236358372518596,,,,166.0083581788396,15.872005611738196,0.0956096776442991,1.2632787069786442,0.1026832876458343,2895,0.26393351219012073,low,-1.3177289535498553,1.2316297195995216,2.5493586731493765,2.220129954422995,1.2006318083601601,-1.0194981460628345,-0.9885002348234735,head size recovered from source row
